,subject,value,hemi,region,sex,age,yeo_label
14372,33111,0.04575841287396079,left,81,M,13.992,Limbic
14373,32479,0.03739951965873834,left,81,M,14.921,Limbic
14374,32287,0.04287716442902528,left,81,M,14.984,Limbic
14375,37169,0.04170280857276869,left,81,F,15.107,Limbic
14376,37693,0.04148170432162015,left,81,F,15.14,Limbic
14377,36831,0.038517004770864546,left,81,F,15.775,Limbic
14378,36374,0.04217357355883021,left,81,F,15.836,Limbic
14379,36422,0.036351735742039856,left,81,M,15.932,Limbic
14380,36574,0.044319147098013746,left,81,M,16.041,Limbic
14381,36657,0.04318618195103405,left,81,F,16.255,Limbic
14382,36352,0.04182945946204191,left,81,M,16.444,Limbic
14383,35949,0.04115486308125919,left,81,M,16.956,Limbic
14384,35671,0.03947356847375977,left,81,F,16.992,Limbic
14385,35545,0.03942625858914187,left,81,F,17.129,Limbic
14386,35580,0.03859844136898617,left,81,M,17.273,Limbic
14387,35306,0.04668369027164501,left,81,M,17.614,Limbic
14388,34839,0.04264075351905509,left,81,F,18.022,Limbic
14389,35241,0.042844137904776584,left,81,F,18.114,Limbic
14390,34884,0.037983934329630584,left,81,M,18.311,Limbic
14391,33825,0.04111318170400157,left,81,M,18.855,Limbic
14392,33734,0.0377023196297437,left,81,M,19.082,Limbic
14393,35253,0.0430652752905384,left,81,M,19.154,Limbic
14394,33278,0.04263583551160712,left,81,F,19.764,Limbic
14395,33199,0.04484831898800736,left,81,F,19.901,Limbic
14396,33002,0.04114705524853538,left,81,F,20.339,Limbic
14397,33882,0.0409206114705698,left,81,F,21.607,Limbic
14398,32924,0.041716881761231235,left,81,F,22.563,Limbic
14399,29949,0.04362481938767432,left,81,F,26.428,Limbic
14400,49134,0.04719402482754226,right,81,F,1.131,Limbic
14401,49112,0.04661582797194839,right,81,F,1.982,Limbic
14402,48233,0.038119060422646636,right,81,M,1.988,Limbic
14403,49050,0.04819487361068374,right,81,F,1.993,Limbic
14404,49041,0.04121589594248506,right,81,M,1.996,Limbic
14405,49225,0.04295614788398278,right,81,F,1.999,Limbic
14406,47979,0.0489762273234817,right,81,M,2.001,Limbic
14407,49196,0.04933809957963521,right,81,F,2.004,Limbic
14408,48184,0.044987948871690824,right,81,M,2.007,Limbic
14409,49078,0.040413688059061176,right,81,M,2.01,Limbic
14410,42019,0.04333510134876519,right,81,M,3.816,Limbic
14411,41807,0.04784150595724997,right,81,M,3.904,Limbic
14412,41716,0.043211937943062564,right,81,M,3.907,Limbic
14413,41854,0.04963664646479387,right,81,M,3.915,Limbic
14414,41651,0.043910812087137464,right,81,M,3.948,Limbic
14415,41547,0.04555439947794124,right,81,M,3.973,Limbic
14416,41519,0.0447600246278887,right,81,M,3.981,Limbic
14417,41463,0.04731919352138168,right,81,M,4.074,Limbic
14418,41458,0.043481543561638795,right,81,M,4.112,Limbic
14419,40033,0.04116348791851184,right,81,M,5.899,Limbic
14420,39066,0.04164227563690258,right,81,M,6.877,Limbic
14421,44444,0.04529440447839695,right,81,F,7.149,Limbic
14422,37972,0.04624662372803036,right,81,M,8.016,Limbic
14423,36824,0.044274412220429736,right,81,M,9.775,Limbic
14424,36464,0.045326585328267346,right,81,M,9.945,Limbic
14425,36291,0.043037728555564585,right,81,M,10.036,Limbic
14426,41759,0.0410013763887518,right,81,F,10.259,Limbic
14427,41645,0.04294722048641946,right,81,F,10.322,Limbic
14428,41372,0.03850986759108035,right,81,F,10.957,Limbic
14429,41083,0.03941844801235752,right,81,F,11.154,Limbic
14430,40706,0.04011117899042118,right,81,F,11.231,Limbic
14431,34847,0.037772818094643806,right,81,M,12.027,Limbic
14432,39834,0.03894818231397974,right,81,F,12.255,Limbic
14433,39599,0.036872620590085683,right,81,F,12.329,Limbic
14434,34110,0.0440061991685288,right,81,M,12.929,Limbic
14435,39437,0.040371645437250955,right,81,F,13.005,Limbic
14436,33111,0.04466751893742587,right,81,M,13.992,Limbic
14437,32479,0.04015029813297033,right,81,M,14.921,Limbic
14438,32287,0.04685123329653114,right,81,M,14.984,Limbic
14439,37169,0.038527974288039384,right,81,F,15.107,Limbic
14440,37693,0.04191556861879248,right,81,F,15.14,Limbic
14441,36831,0.04097901278792247,right,81,F,15.775,Limbic
14442,36374,0.042016693150726925,right,81,F,15.836,Limbic
14443,36422,0.03635565555873308,right,81,M,15.932,Limbic
14444,36574,0.0430376222967926,right,81,M,16.041,Limbic
14445,36657,0.04056838845318933,right,81,F,16.255,Limbic
14446,36352,0.04218935439623783,right,81,M,16.444,Limbic
14447,35949,0.04108244426559863,right,81,M,16.956,Limbic
14448,35671,0.04467158710690055,right,81,F,16.992,Limbic
14449,35545,0.041764278083331614,right,81,F,17.129,Limbic
14450,35580,0.0407049452081901,right,81,M,17.273,Limbic
14451,35306,0.04710641051976539,right,81,M,17.614,Limbic
14452,34839,0.04403708473355785,right,81,F,18.022,Limbic
14453,35241,0.03735012947833301,right,81,F,18.114,Limbic
14454,34884,0.0404748139935329,right,81,M,18.311,Limbic
14455,33825,0.03655569044087947,right,81,M,18.855,Limbic
14456,33734,0.038697132896577134,right,81,M,19.082,Limbic
14457,35253,0.04357372749846639,right,81,M,19.154,Limbic
14458,33278,0.04414188665870902,right,81,F,19.764,Limbic
14459,33199,0.04701846635098208,right,81,F,19.901,Limbic
14460,33002,0.03920521818763421,right,81,F,20.339,Limbic
14461,33882,0.0392226014068841,right,81,F,21.607,Limbic
14462,32924,0.0412178287148057,right,81,F,22.563,Limbic
14463,29949,0.04175083403169011,right,81,F,26.428,Limbic
14464,49134,0.03601968504533921,left,115,F,1.131,Limbic
14465,49112,0.03893033913116447,left,115,F,1.982,Limbic
14466,48233,0.04285288178902329,left,115,M,1.988,Limbic
14467,49050,0.038850110037738125,left,115,F,1.993,Limbic
14468,49041,0.04361423308461863,left,115,M,1.996,Limbic
14469,49225,0.04875906274130751,left,115,F,1.999,Limbic
14470,47979,0.04334247024587772,left,115,M,2.001,Limbic
14471,49196,0.03657351697024005,left,115,F,2.004,Limbic
14472,48184,0.043816300037903294,left,115,M,2.007,Limbic
14473,49078,0.038102583026868336,left,115,M,2.01,Limbic
14474,42019,0.038614096672214895,left,115,M,3.816,Limbic
14475,41807,0.04382366013376558,left,115,M,3.904,Limbic
14476,41716,0.04571160377953994,left,115,M,3.907,Limbic
14477,41854,0.047912317710276,left,115,M,3.915,Limbic
14478,41651,0.038466060255863514,left,115,M,3.948,Limbic
14479,41547,0.039489760732940235,left,115,M,3.973,Limbic
14480,41519,0.04598566062127093,left,115,M,3.981,Limbic
14481,41463,0.04349300973434333,left,115,M,4.074,Limbic
14482,41458,0.0418879797597079,left,115,M,4.112,Limbic
14483,40033,0.03890491978440754,left,115,M,5.899,Limbic
14484,39066,0.03498495144553262,left,115,M,6.877,Limbic
14485,44444,0.038467393721092244,left,115,F,7.149,Limbic
14486,37972,0.03982222124216243,left,115,M,8.016,Limbic
14487,36824,0.04448747018859087,left,115,M,9.775,Limbic
14488,36464,0.05195619818613338,left,115,M,9.945,Limbic
14489,36291,0.048326707246878306,left,115,M,10.036,Limbic
14490,41759,0.036238209804567656,left,115,F,10.259,Limbic
14491,41645,0.04094163696485893,left,115,F,10.322,Limbic
14492,41372,0.03785475457518067,left,115,F,10.957,Limbic
14493,41083,0.039117477012633135,left,115,F,11.154,Limbic
14494,40706,0.03872956826220245,left,115,F,11.231,Limbic
14495,34847,0.04430359212443371,left,115,M,12.027,Limbic
14496,39834,0.03998002841642129,left,115,F,12.255,Limbic
14497,39599,0.037604392163903384,left,115,F,12.329,Limbic
14498,34110,0.04579627896427822,left,115,M,12.929,Limbic
14499,39437,0.039424768788691715,left,115,F,13.005,Limbic
14500,33111,0.041231474543023346,left,115,M,13.992,Limbic
14501,32479,0.041684650657174034,left,115,M,14.921,Limbic
14502,32287,0.04094370055675039,left,115,M,14.984,Limbic
14503,37169,0.039752856894785533,left,115,F,15.107,Limbic
14504,37693,0.037162759652074516,left,115,F,15.14,Limbic
14505,36831,0.04171455786516048,left,115,F,15.775,Limbic
14506,36374,0.03779367094452276,left,115,F,15.836,Limbic
14507,36422,0.04505387875366694,left,115,M,15.932,Limbic
14508,36574,0.04092021663176201,left,115,M,16.041,Limbic
14509,36657,0.0388795869502464,left,115,F,16.255,Limbic
14510,36352,0.041682797435586505,left,115,M,16.444,Limbic
14511,35949,0.04356778820377974,left,115,M,16.956,Limbic
14512,35671,0.04027592375612249,left,115,F,16.992,Limbic
14513,35545,0.03774800952676674,left,115,F,17.129,Limbic
14514,35580,0.039609399402394475,left,115,M,17.273,Limbic
14515,35306,0.03542383727617074,left,115,M,17.614,Limbic
14516,34839,0.041789635493043424,left,115,F,18.022,Limbic
14517,35241,0.039832320451004016,left,115,F,18.114,Limbic
14518,34884,0.04390271052028627,left,115,M,18.311,Limbic
14519,33825,0.044032217543048494,left,115,M,18.855,Limbic
14520,33734,0.0405608960601376,left,115,M,19.082,Limbic
14521,35253,0.040620495485266896,left,115,M,19.154,Limbic
14522,33278,0.04114049344684766,left,115,F,19.764,Limbic
14523,33199,0.04614253210482703,left,115,F,19.901,Limbic
14524,33002,0.04004094860930302,left,115,F,20.339,Limbic
14525,33882,0.04021303780268617,left,115,F,21.607,Limbic
14526,32924,0.04145796483254777,left,115,F,22.563,Limbic
14527,29949,0.04044720396473183,left,115,F,26.428,Limbic
14528,49134,0.03409768715220904,right,115,F,1.131,Limbic
14529,49112,0.03899902570204726,right,115,F,1.982,Limbic
14530,48233,0.045979541642975734,right,115,M,1.988,Limbic
14531,49050,0.04788152827094767,right,115,F,1.993,Limbic
14532,49041,0.042017306696524384,right,115,M,1.996,Limbic
14533,49225,0.04705420483617563,right,115,F,1.999,Limbic
14534,47979,0.048799784891283685,right,115,M,2.001,Limbic
14535,49196,0.03565509796102658,right,115,F,2.004,Limbic
14536,48184,0.04511325465568294,right,115,M,2.007,Limbic
14537,49078,0.036853740863464816,right,115,M,2.01,Limbic
14538,42019,0.039162729516009256,right,115,M,3.816,Limbic
14539,41807,0.038441513852629144,right,115,M,3.904,Limbic
14540,41716,0.04442742815537011,right,115,M,3.907,Limbic
14541,41854,0.04525572450529237,right,115,M,3.915,Limbic
14542,41651,0.04008218971946614,right,115,M,3.948,Limbic
14543,41547,0.03732957666591141,right,115,M,3.973,Limbic
14544,41519,0.04094328034466966,right,115,M,3.981,Limbic
14545,41463,0.03660337331005192,right,115,M,4.074,Limbic
14546,41458,0.03980217101499239,right,115,M,4.112,Limbic
14547,40033,0.03968234755987471,right,115,M,5.899,Limbic
14548,39066,0.03504250499812234,right,115,M,6.877,Limbic
14549,44444,0.034129626775995944,right,115,F,7.149,Limbic
14550,37972,0.048785840235349605,right,115,M,8.016,Limbic
14551,36824,0.04559769405226131,right,115,M,9.775,Limbic
14552,36464,0.042963509898388895,right,115,M,9.945,Limbic
14553,36291,0.04911336441535439,right,115,M,10.036,Limbic
14554,41759,0.03999855172963235,right,115,F,10.259,Limbic
14555,41645,0.036695554662405906,right,115,F,10.322,Limbic
14556,41372,0.0375711145800292,right,115,F,10.957,Limbic
14557,41083,0.036706950689061824,right,115,F,11.154,Limbic
14558,40706,0.03683548077631561,right,115,F,11.231,Limbic
14559,34847,0.04870949917341078,right,115,M,12.027,Limbic
14560,39834,0.0405226877882942,right,115,F,12.255,Limbic
14561,39599,0.03452664633436822,right,115,F,12.329,Limbic
14562,34110,0.04121566357057708,right,115,M,12.929,Limbic
14563,39437,0.04051900132901483,right,115,F,13.005,Limbic
14564,33111,0.044020468370050775,right,115,M,13.992,Limbic
14565,32479,0.036375339761941974,right,115,M,14.921,Limbic
14566,32287,0.04378270973043802,right,115,M,14.984,Limbic
14567,37169,0.03832906565181678,right,115,F,15.107,Limbic
14568,37693,0.03925436412794859,right,115,F,15.14,Limbic
14569,36831,0.04005843020702133,right,115,F,15.775,Limbic
14570,36374,0.038253956055826516,right,115,F,15.836,Limbic
14571,36422,0.047112018951643984,right,115,M,15.932,Limbic
14572,36574,0.03845212537738147,right,115,M,16.041,Limbic
14573,36657,0.036875778976607175,right,115,F,16.255,Limbic
14574,36352,0.041842884726769156,right,115,M,16.444,Limbic
14575,35949,0.039704141754131346,right,115,M,16.956,Limbic
14576,35671,0.03970785872296134,right,115,F,16.992,Limbic
14577,35545,0.03906023391153425,right,115,F,17.129,Limbic
14578,35580,0.03947301513600463,right,115,M,17.273,Limbic
14579,35306,0.029774100952149166,right,115,M,17.614,Limbic
14580,34839,0.03787814029322808,right,115,F,18.022,Limbic
14581,35241,0.039115860539001526,right,115,F,18.114,Limbic
14582,34884,0.03785904043946104,right,115,M,18.311,Limbic
14583,33825,0.04100610236207334,right,115,M,18.855,Limbic
14584,33734,0.03962346515533936,right,115,M,19.082,Limbic
14585,35253,0.038703150364447304,right,115,M,19.154,Limbic
14586,33278,0.0421274184469778,right,115,F,19.764,Limbic
14587,33199,0.04237833929120141,right,115,F,19.901,Limbic
14588,33002,0.03990160634287353,right,115,F,20.339,Limbic
14589,33882,0.03951003152714693,right,115,F,21.607,Limbic
14590,32924,0.04120722338078391,right,115,F,22.563,Limbic
14591,29949,0.03796817524553608,right,115,F,26.428,Limbic
14592,49134,0.04225935863593968,left,120,F,1.131,Limbic
14593,49112,0.04553605405083071,left,120,F,1.982,Limbic
14594,48233,0.04864459181169388,left,120,M,1.988,Limbic
14595,49050,0.044413640733307856,left,120,F,1.993,Limbic
14596,49041,0.04884430308981182,left,120,M,1.996,Limbic
14597,49225,0.0444747087424783,left,120,F,1.999,Limbic
14598,47979,0.049976174079591,left,120,M,2.001,Limbic
14599,49196,0.042523846500547566,left,120,F,2.004,Limbic
14600,48184,0.04854374226480737,left,120,M,2.007,Limbic
14601,49078,0.04414700180017248,left,120,M,2.01,Limbic
14602,42019,0.04295615878367805,left,120,M,3.816,Limbic
14603,41807,0.048261752234573754,left,120,M,3.904,Limbic
14604,41716,0.04312599222255831,left,120,M,3.907,Limbic
14605,41854,0.042680632464070306,left,120,M,3.915,Limbic
14606,41651,0.041720009506038505,left,120,M,3.948,Limbic
14607,41547,0.040880810524275994,left,120,M,3.973,Limbic
14608,41519,0.04241321480026606,left,120,M,3.981,Limbic
14609,41463,0.04726254034135839,left,120,M,4.074,Limbic
14610,41458,0.045315490269426696,left,120,M,4.112,Limbic
14611,40033,0.04329296675450599,left,120,M,5.899,Limbic
14612,39066,0.04138340984599497,left,120,M,6.877,Limbic
14613,44444,0.04201788675962639,left,120,F,7.149,Limbic
14614,37972,0.04455444436046883,left,120,M,8.016,Limbic
14615,36824,0.04681876268388198,left,120,M,9.775,Limbic
14616,36464,0.04391864794330574,left,120,M,9.945,Limbic
14617,36291,0.04695465243438748,left,120,M,10.036,Limbic
14618,41759,0.03750484434197795,left,120,F,10.259,Limbic
14619,41645,0.04247070899123735,left,120,F,10.322,Limbic
14620,41372,0.039180136724278655,left,120,F,10.957,Limbic
14621,41083,0.04136693758457475,left,120,F,11.154,Limbic
14622,40706,0.039241705606072534,left,120,F,11.231,Limbic
14623,34847,0.045915492931938875,left,120,M,12.027,Limbic
14624,39834,0.04379290365916003,left,120,F,12.255,Limbic
14625,39599,0.03903524645680022,left,120,F,12.329,Limbic
14626,34110,0.0415945977918996,left,120,M,12.929,Limbic
14627,39437,0.0415889517455972,left,120,F,13.005,Limbic
14628,33111,0.041607054980302656,left,120,M,13.992,Limbic
14629,32479,0.04363897684203415,left,120,M,14.921,Limbic
14630,32287,0.04135234513837855,left,120,M,14.984,Limbic
14631,37169,0.04274194769744937,left,120,F,15.107,Limbic
14632,37693,0.038863591713172226,left,120,F,15.14,Limbic
14633,36831,0.04239128723638793,left,120,F,15.775,Limbic
14634,36374,0.037355499344355364,left,120,F,15.836,Limbic
14635,36422,0.040584226354828924,left,120,M,15.932,Limbic
14636,36574,0.04524654955779273,left,120,M,16.041,Limbic
14637,36657,0.040257710690843634,left,120,F,16.255,Limbic
14638,36352,0.043672353384165294,left,120,M,16.444,Limbic
14639,35949,0.04669856842312649,left,120,M,16.956,Limbic
14640,35671,0.04427307119001623,left,120,F,16.992,Limbic
14641,35545,0.04247654549565566,left,120,F,17.129,Limbic
14642,35580,0.04425538908496773,left,120,M,17.273,Limbic
14643,35306,0.0420925741695259,left,120,M,17.614,Limbic
14644,34839,0.039550855219894675,left,120,F,18.022,Limbic
14645,35241,0.04094221891481882,left,120,F,18.114,Limbic
14646,34884,0.04056280205733334,left,120,M,18.311,Limbic
14647,33825,0.04562152293585111,left,120,M,18.855,Limbic
14648,33734,0.042635089931366055,left,120,M,19.082,Limbic
14649,35253,0.03817767547604139,left,120,M,19.154,Limbic
14650,33278,0.041897304863156244,left,120,F,19.764,Limbic
14651,33199,0.040787519826897455,left,120,F,19.901,Limbic
14652,33002,0.041936538858238094,left,120,F,20.339,Limbic
14653,33882,0.03939958712778872,left,120,F,21.607,Limbic
14654,32924,0.043739452126214176,left,120,F,22.563,Limbic
14655,29949,0.04283060096269296,left,120,F,26.428,Limbic
14656,49134,0.041358810390379974,right,120,F,1.131,Limbic
14657,49112,0.049976882819097034,right,120,F,1.982,Limbic
14658,48233,0.04640547912599463,right,120,M,1.988,Limbic
14659,49050,0.05392770048135756,right,120,F,1.993,Limbic
14660,49041,0.04574426595738825,right,120,M,1.996,Limbic
14661,49225,0.04449926594507469,right,120,F,1.999,Limbic
14662,47979,0.05328095093778608,right,120,M,2.001,Limbic
14663,49196,0.04073410197685099,right,120,F,2.004,Limbic
14664,48184,0.04720480874711257,right,120,M,2.007,Limbic
14665,49078,0.04530466471966501,right,120,M,2.01,Limbic
14666,42019,0.04004058782617647,right,120,M,3.816,Limbic
14667,41807,0.04425740818022519,right,120,M,3.904,Limbic
14668,41716,0.04850473224806716,right,120,M,3.907,Limbic
14669,41854,0.04342024415671779,right,120,M,3.915,Limbic
14670,41651,0.041590940642374834,right,120,M,3.948,Limbic
14671,41547,0.04016748105950051,right,120,M,3.973,Limbic
14672,41519,0.04903399058220487,right,120,M,3.981,Limbic
14673,41463,0.04905200005606512,right,120,M,4.074,Limbic
14674,41458,0.046125752397866315,right,120,M,4.112,Limbic
14675,40033,0.04736306958169925,right,120,M,5.899,Limbic
14676,39066,0.03758747022777767,right,120,M,6.877,Limbic
14677,44444,0.042142293450452326,right,120,F,7.149,Limbic
14678,37972,0.05000420510416626,right,120,M,8.016,Limbic
14679,36824,0.04670456065085781,right,120,M,9.775,Limbic
14680,36464,0.045278929710919805,right,120,M,9.945,Limbic
14681,36291,0.05072136579894224,right,120,M,10.036,Limbic
14682,41759,0.04036198315626106,right,120,F,10.259,Limbic
14683,41645,0.04330598039315014,right,120,F,10.322,Limbic
14684,41372,0.041036526430132426,right,120,F,10.957,Limbic
14685,41083,0.04681701928217115,right,120,F,11.154,Limbic
14686,40706,0.03837510329571169,right,120,F,11.231,Limbic
14687,34847,0.05030641699765207,right,120,M,12.027,Limbic
14688,39834,0.04275734713978916,right,120,F,12.255,Limbic
14689,39599,0.04066283715424402,right,120,F,12.329,Limbic
14690,34110,0.04848328059461626,right,120,M,12.929,Limbic
14691,39437,0.04310446661174372,right,120,F,13.005,Limbic
14692,33111,0.04735310242244764,right,120,M,13.992,Limbic
14693,32479,0.039040400868272714,right,120,M,14.921,Limbic
14694,32287,0.04828549716236864,right,120,M,14.984,Limbic
14695,37169,0.0439960099402804,right,120,F,15.107,Limbic
14696,37693,0.04264128323257981,right,120,F,15.14,Limbic
14697,36831,0.03933993476314624,right,120,F,15.775,Limbic
14698,36374,0.04280021276913406,right,120,F,15.836,Limbic
14699,36422,0.03970633806668524,right,120,M,15.932,Limbic
14700,36574,0.04405549362741912,right,120,M,16.041,Limbic
14701,36657,0.04218729787134162,right,120,F,16.255,Limbic
14702,36352,0.043424332671139564,right,120,M,16.444,Limbic
14703,35949,0.04239844330200219,right,120,M,16.956,Limbic
14704,35671,0.045421519559907676,right,120,F,16.992,Limbic
14705,35545,0.0431539523236781,right,120,F,17.129,Limbic
14706,35580,0.04296439590335271,right,120,M,17.273,Limbic
14707,35306,0.03895380166745265,right,120,M,17.614,Limbic
14708,34839,0.040618346338213644,right,120,F,18.022,Limbic
14709,35241,0.04056007472338156,right,120,F,18.114,Limbic
14710,34884,0.04449980441643995,right,120,M,18.311,Limbic
14711,33825,0.0458417127840234,right,120,M,18.855,Limbic
14712,33734,0.043737185260013696,right,120,M,19.082,Limbic
14713,35253,0.04375792015668292,right,120,M,19.154,Limbic
14714,33278,0.0429717386607713,right,120,F,19.764,Limbic
14715,33199,0.04185403895176896,right,120,F,19.901,Limbic
14716,33002,0.04775889030014934,right,120,F,20.339,Limbic
14717,33882,0.04268269809759845,right,120,F,21.607,Limbic
14718,32924,0.04383518289370748,right,120,F,22.563,Limbic
14719,29949,0.038579242288941384,right,120,F,26.428,Limbic
14720,49134,0.04461145035679358,left,136,F,1.131,Limbic
14721,49112,0.045113282379881735,left,136,F,1.982,Limbic
14722,48233,0.04409238824348028,left,136,M,1.988,Limbic
14723,49050,0.04315939880424807,left,136,F,1.993,Limbic
14724,49041,0.043623173230106546,left,136,M,1.996,Limbic
14725,49225,0.04402431301639752,left,136,F,1.999,Limbic
14726,47979,0.054134678415966864,left,136,M,2.001,Limbic
14727,49196,0.047529516422328236,left,136,F,2.004,Limbic
14728,48184,0.0455185836336765,left,136,M,2.007,Limbic
14729,49078,0.04216198089167057,left,136,M,2.01,Limbic
14730,42019,0.04082976610168071,left,136,M,3.816,Limbic
14731,41807,0.0421602823552566,left,136,M,3.904,Limbic
14732,41716,0.04263968962692508,left,136,M,3.907,Limbic
14733,41854,0.042857444234797724,left,136,M,3.915,Limbic
14734,41651,0.043317790618394726,left,136,M,3.948,Limbic
14735,41547,0.04083000147553852,left,136,M,3.973,Limbic
14736,41519,0.04302163336134333,left,136,M,3.981,Limbic
14737,41463,0.04108646532586486,left,136,M,4.074,Limbic
14738,41458,0.04029726816860574,left,136,M,4.112,Limbic
14739,40033,0.040217848720556885,left,136,M,5.899,Limbic
14740,39066,0.043748405561573375,left,136,M,6.877,Limbic
14741,44444,0.04440532080282074,left,136,F,7.149,Limbic
14742,37972,0.045797606736572904,left,136,M,8.016,Limbic
14743,36824,0.048793078979294024,left,136,M,9.775,Limbic
14744,36464,0.04442980384649604,left,136,M,9.945,Limbic
14745,36291,0.049170374288109685,left,136,M,10.036,Limbic
14746,41759,0.03837797748352515,left,136,F,10.259,Limbic
14747,41645,0.0435075428752951,left,136,F,10.322,Limbic
14748,41372,0.04186879501426857,left,136,F,10.957,Limbic
14749,41083,0.039553794580599884,left,136,F,11.154,Limbic
14750,40706,0.039889468762595914,left,136,F,11.231,Limbic
14751,34847,0.04389054180795846,left,136,M,12.027,Limbic
14752,39834,0.04324396858486203,left,136,F,12.255,Limbic
14753,39599,0.03951016425998337,left,136,F,12.329,Limbic
14754,34110,0.042192339751044784,left,136,M,12.929,Limbic
14755,39437,0.043597603994497594,left,136,F,13.005,Limbic
14756,33111,0.039662930356310376,left,136,M,13.992,Limbic
14757,32479,0.044260729252830894,left,136,M,14.921,Limbic
14758,32287,0.04198823612108018,left,136,M,14.984,Limbic
14759,37169,0.04250646637168542,left,136,F,15.107,Limbic
14760,37693,0.04159550234866406,left,136,F,15.14,Limbic
14761,36831,0.04486379290450989,left,136,F,15.775,Limbic
14762,36374,0.03903812689155495,left,136,F,15.836,Limbic
14763,36422,0.04334496561545115,left,136,M,15.932,Limbic
14764,36574,0.042740224929432864,left,136,M,16.041,Limbic
14765,36657,0.04070720804844235,left,136,F,16.255,Limbic
14766,36352,0.04242742247889869,left,136,M,16.444,Limbic
14767,35949,0.047630878676245686,left,136,M,16.956,Limbic
14768,35671,0.04153172188501853,left,136,F,16.992,Limbic
14769,35545,0.04078868993713189,left,136,F,17.129,Limbic
14770,35580,0.043989363751056235,left,136,M,17.273,Limbic
14771,35306,0.043338494521548934,left,136,M,17.614,Limbic
14772,34839,0.04269021498419079,left,136,F,18.022,Limbic
14773,35241,0.04098849079447117,left,136,F,18.114,Limbic
14774,34884,0.042308215290412364,left,136,M,18.311,Limbic
14775,33825,0.04628892163214229,left,136,M,18.855,Limbic
14776,33734,0.04245011103042408,left,136,M,19.082,Limbic
14777,35253,0.042725670236802335,left,136,M,19.154,Limbic
14778,33278,0.039320308959653424,left,136,F,19.764,Limbic
14779,33199,0.0424126770230257,left,136,F,19.901,Limbic
14780,33002,0.043782785366752376,left,136,F,20.339,Limbic
14781,33882,0.0412414692293978,left,136,F,21.607,Limbic
14782,32924,0.04324178534489139,left,136,F,22.563,Limbic
14783,29949,0.04406203635288507,left,136,F,26.428,Limbic
14784,49134,0.04264944282202943,right,136,F,1.131,Limbic
14785,49112,0.04611700307468401,right,136,F,1.982,Limbic
14786,48233,0.04450456593554295,right,136,M,1.988,Limbic
14787,49050,0.04734008767805431,right,136,F,1.993,Limbic
14788,49041,0.043361904028765864,right,136,M,1.996,Limbic
14789,49225,0.047056378249236135,right,136,F,1.999,Limbic
14790,47979,0.052144477327589166,right,136,M,2.001,Limbic
14791,49196,0.043309802438182575,right,136,F,2.004,Limbic
14792,48184,0.04706213909616326,right,136,M,2.007,Limbic
14793,49078,0.03969193678346628,right,136,M,2.01,Limbic
14794,42019,0.04112198766512357,right,136,M,3.816,Limbic
14795,41807,0.046613940716532916,right,136,M,3.904,Limbic
14796,41716,0.04698724447430186,right,136,M,3.907,Limbic
14797,41854,0.04655983964561948,right,136,M,3.915,Limbic
14798,41651,0.04485798285773144,right,136,M,3.948,Limbic
14799,41547,0.04482475033997724,right,136,M,3.973,Limbic
14800,41519,0.04618972731930252,right,136,M,3.981,Limbic
14801,41463,0.04539693839899973,right,136,M,4.074,Limbic
14802,41458,0.04404899822674786,right,136,M,4.112,Limbic
14803,40033,0.046170215284054045,right,136,M,5.899,Limbic
14804,39066,0.04470590118660178,right,136,M,6.877,Limbic
14805,44444,0.04565605908608735,right,136,F,7.149,Limbic
14806,37972,0.04858717865210639,right,136,M,8.016,Limbic
14807,36824,0.04812677944737387,right,136,M,9.775,Limbic
14808,36464,0.05068408367378407,right,136,M,9.945,Limbic
14809,36291,0.05090961986207443,right,136,M,10.036,Limbic
14810,41759,0.03786076002753285,right,136,F,10.259,Limbic
14811,41645,0.0383467119572293,right,136,F,10.322,Limbic
14812,41372,0.03804795674231354,right,136,F,10.957,Limbic
14813,41083,0.04540442495837529,right,136,F,11.154,Limbic
14814,40706,0.0419418169592917,right,136,F,11.231,Limbic
14815,34847,0.04746977363570165,right,136,M,12.027,Limbic
14816,39834,0.04260877647477756,right,136,F,12.255,Limbic
14817,39599,0.04250292834956898,right,136,F,12.329,Limbic
14818,34110,0.0471636080400331,right,136,M,12.929,Limbic
14819,39437,0.0433432634932569,right,136,F,13.005,Limbic
14820,33111,0.047086526203778435,right,136,M,13.992,Limbic
14821,32479,0.042730827122447426,right,136,M,14.921,Limbic
14822,32287,0.04673173456271992,right,136,M,14.984,Limbic
14823,37169,0.04029396356597962,right,136,F,15.107,Limbic
14824,37693,0.04382841354177613,right,136,F,15.14,Limbic
14825,36831,0.04264105888686906,right,136,F,15.775,Limbic
14826,36374,0.04062226803705786,right,136,F,15.836,Limbic
14827,36422,0.048918382750730974,right,136,M,15.932,Limbic
14828,36574,0.03969705545394043,right,136,M,16.041,Limbic
14829,36657,0.040379653498669836,right,136,F,16.255,Limbic
14830,36352,0.04018415887537853,right,136,M,16.444,Limbic
14831,35949,0.04662685713218968,right,136,M,16.956,Limbic
14832,35671,0.04174439863683979,right,136,F,16.992,Limbic
14833,35545,0.04133145372133193,right,136,F,17.129,Limbic
14834,35580,0.04075668538599316,right,136,M,17.273,Limbic
14835,35306,0.03955407197054923,right,136,M,17.614,Limbic
14836,34839,0.04495336781997071,right,136,F,18.022,Limbic
